scheme_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr
ICICI Pru FMP – Sr.87-1174Days,,Debt,Fixed Maturity Plans,5.2,7.3,
AXIS ESG Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,-6.2,19,
SBI CPO Fund,,Hybrid,Conservative Hybrid Mutual Funds,3.9,8.8,
Franklin India CRF-SP2 – Dir (G) (Wound up),,Debt,Credit Risk Funds,6.2,,
Franklin India DAF-SP2-Dir (G) (Wound up),,Debt,Dynamic Bond,6.2,,
Franklin India LDF-SP2-Dir Growth,,Debt,Low Duration Funds,,,
Franklin India Income Oppt-SP2-Dir (G) (Wound up),,Debt,Medium Duration Funds,6.2,,
Franklin India STI-RP-SP2-Dir(G) (Wound up),,Debt,Short Duration Funds,6.2,,
UTI-CCF Investment Plan – (Scholarship) – Direct,,Solution Oriented,Childrens Funds,-3.6,24.2,
UTI-CCF Savings Plan – Direct Growth,,Solution Oriented,Childrens Funds,1.6,14.2,
Edelweiss US Technology Equity Fund,,Other,FoFs Overseas,-10.8,20.6,
SBI FMP – Series 28 (1163Days,,Debt,Fixed Maturity Plans,5,7.2,
Tata Multi Asset Opportunities Fund,,Hybrid,Multi Asset Allocation Mutual Funds,5.7,22.7,
Union Midcap Fund,,Equity,Mid Cap Mutual Funds,1.6,,
SBI CPO Fund,,Hybrid,Conservative Hybrid Mutual Funds,3.9,,
ICICI Pru FMP – Sr.87-1141Days,,Debt,Fixed Maturity Plans,4.8,6.9,
Nippon India CPO Fund,,Hybrid,Conservative Hybrid Mutual Funds,1.2,,
SBI FMP – Series 31 (1160Days,,Debt,Fixed Maturity Plans,5,6.8,
Nippon India Fixed Horizon – XLII – Sr.4,,Debt,Fixed Maturity Plans,5.1,6.8,
UTI-FTI – Series XXXIII-I(1135Days,,Debt,Fixed Maturity Plans,4.9,7,
ITI Large Cap Fund,,Equity,Large Cap Mutual Funds,2.1,,
HSBC Nifty 50 Index Fund,,Other,Index Funds,-0.1,,
HSBC Nifty Next 50 Index Fund,,Other,Index Funds,-6.3,,
Motilal Oswal S&P 500 Index Fund,,Other,Index Funds,-2,,
SBI FMP – Series 32 (1140Days,,Debt,Fixed Maturity Plans,4.8,,
SBI FMP – Series 33 (1128Days,,Debt,Fixed Maturity Plans,4.8,,
SBI FMP – Series 34 (3682Days,,Debt,Fixed Maturity Plans,4.5,,
Mirae Asset Arbitrage Fund,,Hybrid,Arbitrage Mutual Funds,5.5,,
Bank of India Flexi Cap Fund,,Equity,Flexi Cap Funds,-0.6,,
HSBC Focused Fund,,Equity,Focused Funds,-1.1,,
JM Liquid Fund,,Debt,Liquid Mutual Funds,,,
JM Liquid Fund,,Debt,Liquid Mutual Funds,,,
JM Liquid Fund,,Debt,Liquid Mutual Funds,,,
Motilal Oswal Multi Asset Fund,,Hybrid,Multi Asset Allocation Mutual Funds,1.2,,
BHARAT Bond FOF – April 2031 – Direct Growth,,Other,FoFs Domestic,3.4,,
Nippon India Multi Asset Fund,,Hybrid,Multi Asset Allocation Mutual Funds,4,,
Mahindra Manulife Arbitrage Fund,,Hybrid,Arbitrage Mutual Funds,4.9,,
Baroda BNP Paribas Large & Mid Cap Fund,,Equity,Large & Mid Cap Funds,-0.5,,
AXIS Global Equity Alpha Fund,,Other,FoFs Overseas,-0.4,,
Invesco India Focused 20 Equity Fund,,Equity,Focused Funds,-7.2,,
Mirae Asset Equity Allocator Fund,,Other,FoFs Domestic,0.1,,
SBI Magnum Children’s Benefit Fund,,Solution Oriented,Childrens Funds,2.1,,
ICICI Pru ESG Fund,,Equity,Sectoral / Thematic Mutual Funds,0.7,,
Nippon India Nifty Smallcap 250 Index Fund,,Other,Index Funds,-4.8,,
Aditya Birla SL Special Opportunities Fund,,Equity,Sectoral / Thematic Mutual Funds,-4.6,,
Edelweiss MSCI I D & W H 45 Index Fund,,Other,Index Funds,-6.9,,
Mirae Asset Nifty 100 ESG Sector Leaders Fund,,Other,FoFs Domestic,-4.5,,
Quant ESG Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,7.2,,
Mahindra Manulife Focused Fund,,Equity,Focused Funds,6,,
Union Hybrid Equity Fund,,Hybrid,Aggressive Hybrid Mutual Funds,0.2,,
DSP Value Fund,,Equity,Value Funds,1.6,,
Mirae Asset Banking&Financial Services Fund,,Equity,Sectoral / Thematic Mutual Funds,8,,
Kotak ESG Opportunities Fund,,Equity,Sectoral / Thematic Mutual Funds,-4.7,,
ICICI Pru Quant Fund,,Equity,Sectoral / Thematic Mutual Funds,0.8,,
HDFC Dividend Yield Fund,,Equity,Dividend Yield Funds,7.7,,
Aditya Birla SL ESG Fund,,Equity,Sectoral / Thematic Mutual Funds,-8.4,,
UTI-Small Cap Fund,,Equity,Small Cap Mutual Funds,-0.1,,
Invesco India-Invesco GCT Fund,,Other,FoFs Overseas,-21.2,,
AXIS Special Situations Fund,,Equity,Sectoral / Thematic Mutual Funds,-7.2,,
Kotak International REIT FOF – Direct Growth,,Other,FoFs Overseas,-10.6,,
Nippon India Passive Flexicap FoF – Direct Growth,,Other,FoFs Domestic,-0.9,,
ICICI Pru Business Cycle Fund,,Equity,Sectoral / Thematic Mutual Funds,7.6,,
Kotak NASDAQ 100 Fund,,Other,FoFs Overseas,-3.7,,
PGIM India Balanced Advantage Fund,,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.6,,
Nippon India Asset Allocator FoF – Direct Growth,,Other,FoFs Domestic,7.5,,
SBI Retirement Benefit Fund,,Solution Oriented,Retirement Funds,6.8,,
SBI Retirement Benefit Fund,,Solution Oriented,Retirement Funds,5.8,,
SBI Retirement Benefit Fund,,Solution Oriented,Retirement Funds,5.7,,
SBI Retirement Benefit Fund,,Solution Oriented,Retirement Funds,5.8,,
AXIS Greater China Equity Fund,,Other,FoFs Overseas,-0.1,,
Nippon India Nifty 50 Value 20 Index Fund,,Other,Index Funds,1.2,,
Nippon India Nifty Midcap 150 Index Fund,,Other,Index Funds,4.7,,
UTI-Nifty200 Momentum 30 Index Fund,,Other,Index Funds,-8.8,,
ITI Mid Cap Fund,,Equity,Mid Cap Mutual Funds,6.3,,
Kotak Nifty Next 50 Index Fund,,Other,Index Funds,-5.5,,
HSBC Global Equity Climate Change FoF – Dir Growth,,Other,FoFs Overseas,-4.1,,
Motilal Oswal AAP Fund,,Other,FoFs Domestic,0.9,,
Motilal Oswal AAP Fund,,Other,FoFs Domestic,2,,
Invesco India ESG Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,-8.6,,
SBI International Access – US Equity FoF – Dir Growth,,Other,FoFs Overseas,-7.7,,
Bandhan CRISIL IBX Gilt June 2027 Index Fund,,Other,Index Funds,3.2,,
Bandhan CRISIL IBX Gilt April 2028 Index Fund,,Other,Index Funds,3.7,,
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 IF-Dir Growth,,Other,Index Funds,3,,
Aditya Birla SL Nifty Midcap 150 IF – Dir Growth,,Other,Index Funds,4.6,,
Aditya Birla SL Nifty Smallcap 50 IF – Dir Growth,,Other,Index Funds,-13,,
ICICI Pru Nifty 100 Low Volatility 30 ETF FOF – Direct Growth,,Other,FoFs Domestic,2.9,,
SBI FMP – Series 41 (1498Days,,Debt,Fixed Maturity Plans,3.1,,
SBI FMP – Series 42 (1857Days,,Debt,Fixed Maturity Plans,3.5,,
Mirae Asset NYSE FANG+ ETF Fund,,Other,FoFs Domestic,-4.6,,
Canara Robeco Focused Equity Fund,,Equity,Focused Funds,3.9,,
Baroda BNP Paribas Fund,,Other,FoFs Overseas,2.7,,
HDFC Asset Allocator Fund,,Other,FoFs Domestic,8.7,,
Quant Quantamental Fund,,Equity,Sectoral / Thematic Mutual Funds,18.9,,
Aditya Birla SL Multi-Cap Fund,,Equity,Multi Cap Funds,-0.2,,
SBI Nifty Next 50 Index Fund,,Other,Index Funds,-6,,
SBI FMP – Series 43 (1616Days,,Debt,Fixed Maturity Plans,3.3,,
Parag Parikh Conservative Hybrid Fund,,Hybrid,Conservative Hybrid Mutual Funds,6.6,,
Tata Dividend Yield Fund,,Equity,Dividend Yield Funds,0.7,,
AXIS Global Innovation Fund,,Other,FoFs Overseas,-3.8,,
Aditya Birla SL Nifty 50 EWI Fund,,Other,Index Funds,1.2,,
SBI FMP – Series 44 (1855Days,,Debt,Fixed Maturity Plans,3.5,,
ITI Value Fund,,Equity,Value Funds,8.8,,
Kotak Nifty 50 Index Fund,,Other,Index Funds,0,,
ICICI Pru Flexicap Fund,,Equity,Flexi Cap Funds,6.6,,
Bank of India Bluechip Fund,,Equity,Large Cap Mutual Funds,-3,,
HDFC Banking & Financial Services Fund,,Equity,Sectoral / Thematic Mutual Funds,10.1,,
AXIS Quant Fund,,Equity,Sectoral / Thematic Mutual Funds,-1.7,,
SBI FMP – Series 45 (1840Days,,Debt,Fixed Maturity Plans,3.7,,
Aditya Birla SL FTP – Series TI – Direct Growth,,Debt,Fixed Maturity Plans,3.6,,
SBI FMP – Series 46 (1850Days,,Debt,Fixed Maturity Plans,3.4,,
Navi Nifty 50 Index Fund,,Other,Index Funds,0,,
PGIM India Small Cap Fund,,Equity,Small Cap Mutual Funds,-4.7,,
Kotak Global Innovation Fund,,Other,FoFs Overseas,-8.1,,
Aditya Birla SL FTP – Series TJ – Direct Growth,,Debt,Fixed Maturity Plans,3.6,,
Tata Business Cycle Fund,,Equity,Sectoral / Thematic Mutual Funds,7.8,,
SBI FMP – Series 47 (1434Days,,Debt,Fixed Maturity Plans,3.2,,
Nippon India Flexi Cap Fund,,Equity,Flexi Cap Funds,-0.9,,
Bandhan US Equity Fund,,Other,FoFs Overseas,-3.9,,
Mahindra Manulife Flexi Cap Fund,,Equity,Flexi Cap Funds,2.8,,
UTI-Focused Equity Fund,,Equity,Focused Funds,4,,
Canara Robeco Value Fund,,Equity,Value Funds,10.8,,
HDFC NIFTY50 Equal Weight Index Fund,,Other,Index Funds,1.4,,
SBI FMP – Series 48 (1458Days,,Debt,Fixed Maturity Plans,3.3,,
SBI Balanced Advantage Fund,,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6.6,,
Nippon India Fixed Horizon-XLIII-Sr.1,,Debt,Fixed Maturity Plans,3.7,,
Kotak FMP – Series 292 – 1735 Days – Direct Growth,,Debt,Fixed Maturity Plans,3.6,,
Baroda BNP Paribas Business Cycle Fund,,Equity,Sectoral / Thematic Mutual Funds,0.8,,
SBI FMP – Series 49 (1823Days,,Debt,Fixed Maturity Plans,3.5,,
HSBC Mid Cap Fund,,Equity,Mid Cap Mutual Funds,1.7,32.4,13.3
ICICI Pru Nifty Alpha Low – Volatility 30 ETF FOF – Direct Growth,,Other,FoFs Domestic,-0.4,,
Mirae Asset S&P 500 Top 50 ETF Fund,,Other,FoFs Domestic,-5,,
AXIS Value Fund,,Equity,Value Funds,2.8,,
SBI FMP – Series 50 (1843Days,,Debt,Fixed Maturity Plans,3.1,,
Kotak Multicap Fund,,Equity,Multi Cap Funds,9.3,,
HDFC Developed World Indexes Fund,,Other,FoFs Overseas,-1.6,,
DSP FMP – Series 264 – 60Mth,,Debt,Fixed Maturity Plans,3.6,,
SBI FMP – Series 51 (1846Days,,Debt,Fixed Maturity Plans,3.3,,
Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund,,Other,Index Funds,3,,
ICICI Pru Nifty PSU Bond Plus SDL Sep 2027 40:60 IF-Dir Growth,,Other,Index Funds,3.1,,
ICICI Pru NASDAQ 100 Index Fund,,Other,Index Funds,-3.9,,
Motilal Oswal 5 Year G-Sec Fund,,Other,FoFs Domestic,2.6,,
NJ Balanced Advantage Fund,,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.3,,
Mahindra Manulife Asia Pacific REITs FOF-DirGrowth,,Other,FoFs Overseas,-6.9,,
SBI FMP – Series 52 (1848Days,,Debt,Fixed Maturity Plans,3.4,,
AXIS Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FOF-Dir Growth,,Other,FoFs Domestic,2.4,,
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 IF-Dir Growth,,Other,Index Funds,2.9,,
Edelweiss Nifty 50 Index Fund,,Other,Index Funds,0,,
Edelweiss Nifty 100 Quality 30 Index Fund,,Other,Index Funds,1.4,,
Aditya Birla SL NASDAQ 100 FOF – Dir Growth,,Other,FoFs Overseas,-3.9,,
ICICI Pru Nifty Smallcap 250 Index Fund,,Other,Index Funds,-4.4,,
SBI FMP – Series 53 (1839Days,,Debt,Fixed Maturity Plans,3.5,,
ITI Pharma and Healthcare Fund,,Equity,Sectoral / Thematic Mutual Funds,-4.3,,
HDFC NIFTY Next 50 Index Fund,,Other,Index Funds,-6.2,,
Aditya Birla SL Business Cycle Fund,,Equity,Sectoral / Thematic Mutual Funds,1.9,,
LIC MF Balanced Advantage Fund,,Hybrid,Dynamic Asset Allocation or Balanced Advantage,4.5,,
Bandhan Multi Cap Fund,,Equity,Multi Cap Funds,6.2,,
PGIM India Global Select Real Estate Securities Fund,,Other,FoFs Overseas,-16.1,,
SBI FMP – Series 54 (1842Days,,Debt,Fixed Maturity Plans,3.5,,
IIFL Quant Fund,,Equity,Sectoral / Thematic Mutual Funds,0.3,,
ICICI Pru S&P BSE 500 ETF FOF – Direct Growth,,Other,FoFs Domestic,-1,,
ITI Banking and Financial Services Fund,,Equity,Sectoral / Thematic Mutual Funds,8.6,,
Nippon India Taiwan Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,-10.7,,
Quant Value Fund,,Equity,Value Funds,8.8,,
Motilal Oswal MSCI EAFE Top 100 Select Index Fund,,Other,Index Funds,6.7,,
HDFC Multi Cap Fund,,Equity,Multi Cap Funds,10.5,,
Edelweiss NIFTY Large Mid Cap 250 Index Fund,,Other,Index Funds,1.5,,
AXIS Nifty 50 Index Fund,,Other,Index Funds,0.1,,
SBI FMP – Series 55 (1849Days,,Debt,Fixed Maturity Plans,3.5,,
Mirae Asset Hang Seng TECH ETF Fund,,Other,FoFs Domestic,-6.8,,
Tata Corporate Bond Fund,,Debt,Corporate Bond Mutual Funds,3.7,,
AXIS Multicap Fund,,Equity,Multi Cap Funds,-2.2,,
ICICI Pru Nifty Midcap 150 Index Fund,,Other,Index Funds,4.6,,
BHARAT Bond ETF FOF – April 2032 – Direct Growth,,Other,FoFs Domestic,3.6,,
SBI FMP – Series 56 (1232Days,,Debt,Fixed Maturity Plans,3.3,,
SBI FMP – Series 57 (1835Days,,Debt,Fixed Maturity Plans,3.2,,
Mahindra Manulife Balanced Advantage Fund,,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.1,,
ICICI Pru Passive Multi-Asset Fund,,Other,FoFs Domestic,6.6,,
Navi Nifty Next 50 Index Fund,,Other,Index Funds,-5.6,,
Samco Flexi Cap Fund,,Equity,Flexi Cap Funds,-10,,
SBI FMP – Series 58 (1842Days,,Debt,Fixed Maturity Plans,3.4,,
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund,,Other,Index Funds,2.9,,
AXIS Nifty Next 50 Index Fund,,Other,Index Funds,-5.8,,
AXIS Crisil IBX 70:30 CPSE Plus SDL April 2025 Index Fund,,Other,Index Funds,2.5,,
ICICI Pru Strategic Metal and Energy Equity Fund,,Other,FoFs Overseas,6.2,,
Nippon India Silver ETF FOF – Direct Growth,,Other,FoFs Domestic,-0.1,,
Mirae Asset Nifty India Manufacturing ETF Fund,,Other,FoFs Domestic,-0.1,,
ICICI Pru Silver ETF Fund,,Other,FoFs Domestic,-0.3,,
Aditya Birla SL Silver ETF FOF – Direct Growth,,Other,FoFs Domestic,0.4,,
Aditya Birla SL Nifty SDL Apr 2027 Index Fund,,Other,Index Funds,3.3,,
TRUSTMF Overnight Fund,,Debt,Overnight Mutual Funds,5.4,,
Navi Nifty Bank Index Fund,,Other,Index Funds,10.6,,
Motilal Oswal Nifty 200 Momentum 30 Index Fund,,Other,Index Funds,-9,,
UTI-S&P BSE Sensex Index Fund,,Other,Index Funds,1.6,,
Invesco India Flexi Cap Fund,,Equity,Flexi Cap Funds,0.6,,
DSP Global Innovation Fund,,Other,FoFs Overseas,-4.3,,
SBI FMP – Series 59 (1618Days,,Debt,Fixed Maturity Plans,2.3,,
JM Overnight Fund,,Debt,Overnight Mutual Funds,5.3,,
JM Overnight Fund,,Debt,Overnight Mutual Funds,,,
JM Overnight Fund,,Debt,Overnight Mutual Funds,5.3,,
JM Overnight Fund,,Debt,Overnight Mutual Funds,,,
Aditya Birla SL Nifty Next 50 Index Fund,,Other,Index Funds,-6,,
Bandhan Nifty 100 Index Fund,,Other,Index Funds,-1.8,,
Navi US Total Stock Market Fund,,Other,FoFs Overseas,-2.9,,
Kotak Manufacture in India Fund,,Equity,Sectoral / Thematic Mutual Funds,5.8,,
AXIS Equity ETFs FoF – Direct Growth,,Other,FoFs Domestic,-2.6,,
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund,,Other,Index Funds,3.2,,
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund,,Other,Index Funds,4,,
AXIS Crisil IBX SDL May 2027 Index Fund,,Other,Index Funds,3.5,,
ICICI Pru Nifty Bank Index Fund,,Other,Index Funds,10.5,,
HDFC Nifty 100 Index Fund,,Other,Index Funds,-2.1,,
HDFC Nifty 100 Equal Weight Index Fund,,Other,Index Funds,-3.6,,
SBI FMP – Series 60 (1878Days,,Debt,Fixed Maturity Plans,3.3,,
UTI-S&P BSE Low Volatility Index Fund,,Other,Index Funds,6.4,,
SBI Multicap Fund,,Equity,Multi Cap Funds,-0.5,,
Aditya Birla SL Crisil IBX AAA – Jun 2023 Index Fund,,Other,Index Funds,4.8,,
Navi Nifty Midcap 150 Index Fund,,Other,Index Funds,4.6,,
AXIS Nifty Smallcap 50 Index Fund,,Other,Index Funds,-13.1,,
ITI Conservative Hybrid Fund,,Hybrid,Conservative Hybrid Mutual Funds,4,,
Nippon India Fixed Horizon-XLIII-Sr.5,,Debt,Fixed Maturity Plans,4.5,,
Navi NASDAQ 100 Fund,,Other,FoFs Overseas,,,
Motilal Oswal S&P BSE Low Volatility Index Fund,,Other,Index Funds,,,
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,,Other,Index Funds,2.8,,
HDFC FMP 1861D March 2022-Sr.46,,Debt,Fixed Maturity Plans,3.1,,
AXIS Nifty Midcap 50 Index Fund,,Other,Index Funds,,,
HDFC FMP 1162D March 2022 – Direct Growth,,Debt,Fixed Maturity Plans,3.2,,
Invesco India – Invesco EQQQ NASDAQ-100 ETF Fund,,Other,FoFs Overseas,,,
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,,Other,Index Funds,3.9,,
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,,Other,Index Funds,,,
SBI FMP – Series 61 (1927Days,,Debt,Fixed Maturity Plans,3.6,,
ICICI Pru Nifty SDL Sep 2027 Index Fund,,Other,Index Funds,3.1,,
Nippon India Nifty AAA CPSE Bond Plus SDL-Apr2027 Maturity 60:40 IF-DirGrowth,,Other,Index Funds,,,
HDFC FMP 1876D March 2022-Sr.46,,Debt,Fixed Maturity Plans,,,
Aditya Birla SL FTP – Series TQ – Direct Growth,,Debt,Fixed Maturity Plans,3.7,,
Kotak FMP – Series 294 – 105 Days – Direct Growth,,Debt,Fixed Maturity Plans,1.2,30.7,13
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU – Apr 2025 Index Fund,,Other,Index Funds,,,
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU – Apr 2027 Index Fund,,Other,Index Funds,,,
Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund,,Other,Index Funds,,,
Mirae Asset Nifty SDL Jun 2027 Index Fund,,Other,Index Funds,,,
Tata Nifty India Digital ETF Fund,,Other,FoFs Domestic,,,
ICICI Pru Housing Opportunities Fund,,Equity,Sectoral / Thematic Mutual Funds,,,
UTI-Nifty Midcap 150 Quality 50 Index Fund,,Other,Index Funds,,,
SBI FMP – Series 62 (191Days,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
IL&FS Infrastructure Debt Fund,,Debt,Medium to Long Duration Funds,1.7,32.4,13.3
IL&FS Infrastructure Debt Fund,,Debt,Medium to Long Duration Funds,1.7,32.4,13.3
IL&FS Infrastructure Debt Fund,,Debt,Medium to Long Duration Funds,1.7,32.4,13.3
Aditya Birla SL FTP – Series TS – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 66 (1361Days,,Debt,Fixed Maturity Plans,,,
HDFC FMP 1158D July 2022-Sr.46,,Debt,Fixed Maturity Plans,,,
ICICI Pru FMP – Sr.88-226Days,,Debt,Fixed Maturity Plans,,,
Aditya Birla SL FTP – Series TT – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
NJ Arbitrage Fund,,Hybrid,Arbitrage Mutual Funds,,,
NJ Overnight Fund,,Debt,Overnight Mutual Funds,,,
WhiteOak Capital Flexi Cap Fund,,Equity,Flexi Cap Funds,,,
Edelweiss Focused Equity Fund,,Equity,Focused Funds,,,
UTI-Gilt Fund,,Debt,Gilt Fund with 10 year Constant duration,,,
DSP Nifty Midcap 150 Quality 50 Index Fund,,Other,Index Funds,,,
Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund,,Other,Index Funds,,,
Quantum Nifty 50 ETF Fund,,Other,FoFs Domestic,,,
SBI FMP – Series 67 (1467Days,,Debt,Fixed Maturity Plans,,,
LIC MF Money Market Fund,,Debt,Money Market Funds,,,
ICICI Pru Nifty 200 Momentum 30 Index Fund,,Other,Index Funds,,,
Aditya Birla SL Long Duration Fund,,Debt,Long Duration Funds,,,
Mirae Asset Balanced Advantage Fund,,Hybrid,Dynamic Asset Allocation or Balanced Advantage,,,
Quant Large Cap Fund,,Equity,Large Cap Mutual Funds,,,
Union Gilt Fund,,Debt,Gilt Mutual Funds,,,
TRUSTMF Money Market Fund,,Debt,Money Market Funds,,,
Bandhan Midcap Fund,,Equity,Mid Cap Mutual Funds,,,
ICICI Pru Nifty IT Index Fund,,Other,Index Funds,,,
Baroda BNP Paribas Flexi Cap Fund,,Equity,Flexi Cap Funds,,,
Nippon India Nifty Alpha Low Volatility 30 IF-Dir Growth,,Other,Index Funds,,,
Canara Robeco Banking and PSU Debt Fund,,Debt,Banking and PSU Mutual Funds,,,
HDFC FMP 1406D August 2022-Sr.46,,Debt,Fixed Maturity Plans,,,
Motilal Oswal S&P BSE Enhanced Value Index Fund,,Other,Index Funds,,,
Motilal Oswal S&P BSE Quality Index Fund,,Other,Index Funds,,,
Navi Nifty India Manufacturing Index Fund,,Other,Index Funds,,,
Kotak FMP – Series 296 – 97 Days – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
SBI FMP – Series 63 (372Days,,Debt,Fixed Maturity Plans,,,
JM Short Duration Fund,,Debt,Short Duration Funds,,,
Franklin India Balanced Advantage Fund,,Hybrid,Dynamic Asset Allocation or Balanced Advantage,,,
Shriram Overnight Fund,,Debt,Overnight Mutual Funds,,,
Bandhan Nifty200 Momentum 30 Index Fund,,Other,Index Funds,,,
Sundaram Flexi Cap Fund,,Equity,Flexi Cap Funds,,,
SBI FMP – Series 64 (1169Days,,Debt,Fixed Maturity Plans,,,
WhiteOak Capital Mid Cap Fund,,Equity,Mid Cap Mutual Funds,,,
Tata Housing Opportunities Fund,,Equity,Sectoral / Thematic Mutual Funds,,,
Mirae Asset Global X Artificial Intelligence & Technology ETF FOF-Dir Growth,,Other,FoFs Overseas,,,
Mirae Asset Global Electric & Autonomous Vehicles ETFs Fund,,Other,FoFs Overseas,,,
ICICI Pru PSU Equity Fund,,Equity,Sectoral / Thematic Mutual Funds,,,
SBI FMP – Series 65 (367Days,,Debt,Fixed Maturity Plans,,,
Edelweiss Gold and Silver ETF Fund,,Other,FoFs Domestic,,,
AXIS Silver Fund,,Other,FoFs Domestic,,,
Nippon India Fixed Horizon-XLIV-Sr.1,,Debt,Fixed Maturity Plans,,,
Aditya Birla SL FTP – Series TX – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Union Retirement Fund,,Solution Oriented,Retirement Funds,,,
SBI FMP – Series 68 (1302Days,,Debt,Fixed Maturity Plans,,,
Aditya Birla SL Nifty SDL Sep 2025 Index Fund,,Other,Index Funds,,,
Kotak Business Cycle Fund,,Equity,Sectoral / Thematic Mutual Funds,,,
ICICI Pru Nifty50 Equal Weight Index Fund,,Other,Index Funds,,,
Tata CRISIL-IBX Gilt Index-Apr 2026 Index Fund,,Other,Index Funds,,,
Bandhan Nifty100 Low Volatility 30 Index Fund,,Other,Index Funds,,,
SBI CRISIL IBX Gilt Index-June 2036 Fund,,Other,Index Funds,,,
Aditya Birla SL CRISIL IBX Gilt-Apr 2026 IF-Dir Growth,,Other,Index Funds,,,
SBI CRISIL IBX Gilt Index-April 2029 Fund,,Other,Index Funds,,,
SBI CRISIL IBX SDL Index-September 2027 Fund,,Other,Index Funds,,,
SBI Nifty Smallcap 250 Index Fund,,Other,Index Funds,,,
SBI Nifty Midcap 150 Index Fund,,Other,Index Funds,,,
HDFC FMP 1359D September 2022-Sr.46,,Debt,Fixed Maturity Plans,,,
ICICI Pru Nifty Auto Index Fund,,Other,Index Funds,,,
ICICI Pru Nifty G-Sec Dec 2030 Index Fund,,Other,Index Funds,,,
Samco Overnight Fund,,Debt,Overnight Mutual Funds,,,
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Apr 2037 Index Fund,,Other,Index Funds,,,
ICICI Pru Nifty SDL Dec 2028 Index Fund,,Other,Index Funds,,,
WhiteOak Capital Tax Saver Fund,,Equity,ELSS Mutual Funds,,,
Aditya Birla SL CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 IF-Dir Growth,,Other,Index Funds,,,
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund,,Other,Index Funds,,,
Motilal Oswal Gold and Silver ETFs Fund,,Other,FoFs Domestic,,,
Aditya Birla SL Multi-Index Fund,,Other,FoFs Domestic,,,
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund,,Other,Index Funds,,,
Bandhan Crisil IBX Gilt April 2026 Index Fund,,Other,Index Funds,,,
Aditya Birla SL CRISIL IBX Gilt Apr 2029 IF-Dir Growth,,Other,Index Funds,,,
Aditya Birla SL FTP – Series TY – Direct Growth,,Debt,Fixed Maturity Plans,1.7,32.4,13.3
Kotak FMP – Series 297 – 157 Days – Direct Growth,,Debt,Fixed Maturity Plans,,,
Mirae Asset CRISIL IBX Gilt Index – April 2033 Index Fund,,Other,Index Funds,,,
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund,,Other,Index Funds,,,
ICICI Pru Transportation and Logistics Fund,,Equity,Sectoral / Thematic Mutual Funds,,,
Bandhan Transportation and Logistics Fund,,Equity,Sectoral / Thematic Mutual Funds,,,
UTI-Gold ETF Fund,,Other,FoFs Domestic,,,
Tata Nifty Midcap 150 Momentum 50 Index Fund,,Other,Index Funds,,,
HDFC Silver ETF Fund,,Other,FoFs Domestic,,,
Nippon India Nifty AAA PSU Bond Plus SDL-Sep2026 Maturity 50:50 IF-Dir Growth,,Other,Index Funds,,,
LIC MF Multi Cap Fund,,Equity,Multi Cap Funds,,,
AXIS NASDAQ 100 Fund,,Other,FoFs Overseas,,,
SBI FMP – Series 69 (367Days,,Debt,Fixed Maturity Plans,,,
HDFC Nifty G-Sec Dec 2026 Index Fund,,Other,Index Funds,,,
HDFC Nifty G-Sec July 2031 Index Fund,,Other,Index Funds,,,
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund,,Other,Index Funds,,,
